,BG,STATE,COUNTY,TRACT,BLKGRPCE,NAMELSAD,PUMA,REGION
3459,380899637004,38,38089,38089963700,4,Block Group 4,38100,1
3460,380899638002,38,38089,38089963800,2,Block Group 2,38100,1
3461,380779714001,38,38077,38077971400,1,Block Group 1,38200,1
3462,380779714002,38,38077,38077971400,2,Block Group 2,38200,1
3463,380779709003,38,38077,38077970900,3,Block Group 3,38200,1
3464,380779709002,38,38077,38077970900,2,Block Group 2,38200,1
3465,381010110003,38,38101,38101011000,3,Block Group 3,38100,1
3466,381010113003,38,38101,38101011300,3,Block Group 3,38100,1
3467,381010106003,38,38101,38101010600,3,Block Group 3,38100,1
3468,380170101071,38,38017,38017010107,1,Block Group 1,38500,1
3469,380170101061,38,38017,38017010106,1,Block Group 1,38500,1
3470,380350107002,38,38035,38035010700,2,Block Group 2,38400,1
3471,380350108011,38,38035,38035010801,1,Block Group 1,38400,1
3472,380350108012,38,38035,38035010801,2,Block Group 2,38400,1
3473,380350108032,38,38035,38035010803,2,Block Group 2,38400,1
3474,380350108034,38,38035,38035010803,4,Block Group 4,38400,1
3475,380350108033,38,38035,38035010803,3,Block Group 3,38400,1
3476,380350110001,38,38035,38035011000,1,Block Group 1,38400,1
3477,380350110002,38,38035,38035011000,2,Block Group 2,38400,1
3478,380350111001,38,38035,38035011100,1,Block Group 1,38400,1
3479,380590203003,38,38059,38059020300,3,Block Group 3,38300,1
3480,380590205003,38,38059,38059020500,3,Block Group 3,38300,1
3481,380059566001,38,38005,38005956600,1,Block Group 1,38200,1
3482,380059402002,38,38005,38005940200,2,Block Group 2,38200,1
3483,380779711002,38,38077,38077971100,2,Block Group 2,38200,1
3484,380590205002,38,38059,38059020500,2,Block Group 2,38300,1
3485,380259622002,38,38025,38025962200,2,Block Group 2,38100,1
3486,380259622003,38,38025,38025962200,3,Block Group 3,38100,1
3487,380919687001,38,38091,38091968700,1,Block Group 1,38400,1
3488,380879650001,38,38087,38087965000,1,Block Group 1,38100,1
3489,380939670001,38,38093,38093967000,1,Block Group 1,38200,1
3490,380939670002,38,38093,38093967000,2,Block Group 2,38200,1
3491,380939674005,38,38093,38093967400,5,Block Group 5,38200,1
3492,380939678003,38,38093,38093967800,3,Block Group 3,38200,1
3493,380939678006,38,38093,38093967800,6,Block Group 6,38200,1
3494,380279592002,38,38027,38027959200,2,Block Group 2,38200,1
3495,380279592003,38,38027,38027959200,3,Block Group 3,38200,1
3496,380479725002,38,38047,38047972500,2,Block Group 2,38300,1
3497,380299665002,38,38029,38029966500,2,Block Group 2,38300,1
3498,380299665004,38,38029,38029966500,4,Block Group 4,38300,1
3499,380299665003,38,38029,38029966500,3,Block Group 3,38300,1
3500,380299665001,38,38029,38029966500,1,Block Group 1,38300,1
3501,380939678002,38,38093,38093967800,2,Block Group 2,38200,1
3502,380939678001,38,38093,38093967800,1,Block Group 1,38200,1
3503,380619404002,38,38061,38061940400,2,Block Group 2,38100,1
3504,380619552001,38,38061,38061955200,1,Block Group 1,38100,1
3505,380939678004,38,38093,38093967800,4,Block Group 4,38200,1
3506,380939674001,38,38093,38093967400,1,Block Group 1,38200,1
3507,380799519001,38,38079,38079951900,1,Block Group 1,38200,1
3508,381059539002,38,38105,38105953900,2,Block Group 2,38100,1
3509,381059538001,38,38105,38105953800,1,Block Group 1,38100,1
3510,381059534001,38,38105,38105953400,1,Block Group 1,38100,1
3511,381059539001,38,38105,38105953900,1,Block Group 1,38100,1
3512,381059541002,38,38105,38105954100,2,Block Group 2,38100,1
3513,381059534002,38,38105,38105953400,2,Block Group 2,38100,1
3514,381059537003,38,38105,38105953700,3,Block Group 3,38100,1
3515,381059535001,38,38105,38105953500,1,Block Group 1,38100,1
3516,381059538002,38,38105,38105953800,2,Block Group 2,38100,1
3517,380939675003,38,38093,38093967500,3,Block Group 3,38200,1
3518,380539624001,38,38053,38053962400,1,Block Group 1,38100,1
3519,380539624002,38,38053,38053962400,2,Block Group 2,38100,1
3520,381059539004,38,38105,38105953900,4,Block Group 4,38100,1
3521,381059541001,38,38105,38105954100,1,Block Group 1,38100,1
3522,381059535002,38,38105,38105953500,2,Block Group 2,38100,1
3523,381059539003,38,38105,38105953900,3,Block Group 3,38100,1
3524,380170009011,38,38017,38017000901,1,Block Group 1,38500,1
3525,380590203004,38,38059,38059020300,4,Block Group 4,38300,1
3526,380590201002,38,38059,38059020100,2,Block Group 2,38300,1
3527,380779707002,38,38077,38077970700,2,Block Group 2,38200,1
3528,380779709001,38,38077,38077970900,1,Block Group 1,38200,1
3529,380150103001,38,38015,38015010300,1,Block Group 1,38300,1
3530,380150103002,38,38015,38015010300,2,Block Group 2,38300,1
3531,380150103004,38,38015,38015010300,4,Block Group 4,38300,1
3532,380150103005,38,38015,38015010300,5,Block Group 5,38300,1
3533,380150103006,38,38015,38015010300,6,Block Group 6,38300,1
3534,380150104001,38,38015,38015010400,1,Block Group 1,38300,1
3535,380150104002,38,38015,38015010400,2,Block Group 2,38300,1
3536,380150105001,38,38015,38015010500,1,Block Group 1,38300,1
3537,380150105002,38,38015,38015010500,2,Block Group 2,38300,1
3538,380150105003,38,38015,38015010500,3,Block Group 3,38300,1
3539,380150106001,38,38015,38015010600,1,Block Group 1,38300,1
3540,380150106002,38,38015,38015010600,2,Block Group 2,38300,1
3541,380499556002,38,38049,38049955600,2,Block Group 2,38100,1
3542,380150111013,38,38015,38015011101,3,Block Group 3,38300,1
3543,380150107001,38,38015,38015010700,1,Block Group 1,38300,1
3544,380150107003,38,38015,38015010700,3,Block Group 3,38300,1
3545,380150108001,38,38015,38015010800,1,Block Group 1,38300,1
3546,380150108002,38,38015,38015010800,2,Block Group 2,38300,1
3547,380150109002,38,38015,38015010900,2,Block Group 2,38300,1
3548,380170008021,38,38017,38017000802,1,Block Group 1,38500,1
3549,381010105004,38,38101,38101010500,4,Block Group 4,38100,1
3550,381010106001,38,38101,38101010600,1,Block Group 1,38100,1
3551,381010106002,38,38101,38101010600,2,Block Group 2,38100,1
3552,381010107001,38,38101,38101010700,1,Block Group 1,38100,1
3553,381010104005,38,38101,38101010400,5,Block Group 5,38100,1
3554,381010104006,38,38101,38101010400,6,Block Group 6,38100,1
3555,381010105001,38,38101,38101010500,1,Block Group 1,38100,1
3556,380719576002,38,38071,38071957600,2,Block Group 2,38200,1
3557,381010107003,38,38101,38101010700,3,Block Group 3,38100,1
3558,381010107004,38,38101,38101010700,4,Block Group 4,38100,1
3559,381010107002,38,38101,38101010700,2,Block Group 2,38100,1
3560,381010102002,38,38101,38101010200,2,Block Group 2,38100,1
3561,381010110002,38,38101,38101011000,2,Block Group 2,38100,1
3562,381010107005,38,38101,38101010700,5,Block Group 5,38100,1
3563,381010112002,38,38101,38101011200,2,Block Group 2,38100,1
3564,381010108003,38,38101,38101010800,3,Block Group 3,38100,1
3565,381010101004,38,38101,38101010100,4,Block Group 4,38100,1
3566,380719576003,38,38071,38071957600,3,Block Group 3,38200,1
3567,380719576004,38,38071,38071957600,4,Block Group 4,38200,1
3568,380719576001,38,38071,38071957600,1,Block Group 1,38200,1
3569,380350111002,38,38035,38035011100,2,Block Group 2,38400,1
3570,380350111003,38,38035,38035011100,3,Block Group 3,38400,1
3571,380350112001,38,38035,38035011200,1,Block Group 1,38400,1
3572,380350112003,38,38035,38035011200,3,Block Group 3,38400,1
3573,380350112004,38,38035,38035011200,4,Block Group 4,38400,1
3574,380350112005,38,38035,38035011200,5,Block Group 5,38400,1
3575,380350117002,38,38035,38035011700,2,Block Group 2,38400,1
3576,380350117004,38,38035,38035011700,4,Block Group 4,38400,1
3577,381010105003,38,38101,38101010500,3,Block Group 3,38100,1
3578,381010105002,38,38101,38101010500,2,Block Group 2,38100,1
3579,380150115002,38,38015,38015011500,2,Block Group 2,38300,1
3580,380150101001,38,38015,38015010100,1,Block Group 1,38300,1
3581,380150107002,38,38015,38015010700,2,Block Group 2,38300,1
3582,380150103003,38,38015,38015010300,3,Block Group 3,38300,1
3583,380150114001,38,38015,38015011400,1,Block Group 1,38300,1
3584,380639590004,38,38063,38063959000,4,Block Group 4,38200,1
3585,380150106003,38,38015,38015010600,3,Block Group 3,38300,1
3586,380150115001,38,38015,38015011500,1,Block Group 1,38300,1
3587,380150102004,38,38015,38015010200,4,Block Group 4,38300,1
3588,380150104003,38,38015,38015010400,3,Block Group 3,38300,1
3589,380150101002,38,38015,38015010100,2,Block Group 2,38300,1
3590,380150101003,38,38015,38015010100,3,Block Group 3,38300,1
3591,380150102001,38,38015,38015010200,1,Block Group 1,38300,1
3592,380150102002,38,38015,38015010200,2,Block Group 2,38300,1
3593,380150102003,38,38015,38015010200,3,Block Group 3,38300,1
3594,380590202005,38,38059,38059020200,5,Block Group 5,38300,1
3595,380590202001,38,38059,38059020200,1,Block Group 1,38300,1
3596,380590204002,38,38059,38059020400,2,Block Group 2,38300,1
3597,380590202003,38,38059,38059020200,3,Block Group 3,38300,1
3598,380590205004,38,38059,38059020500,4,Block Group 4,38300,1
3599,380590202002,38,38059,38059020200,2,Block Group 2,38300,1
3600,380590204003,38,38059,38059020400,3,Block Group 3,38300,1
3601,380590204001,38,38059,38059020400,1,Block Group 1,38300,1
3602,380590201003,38,38059,38059020100,3,Block Group 3,38300,1
3603,380590201004,38,38059,38059020100,4,Block Group 4,38300,1
3604,380590201001,38,38059,38059020100,1,Block Group 1,38300,1
3605,380170009013,38,38017,38017000901,3,Block Group 3,38500,1
3606,380590203001,38,38059,38059020300,1,Block Group 1,38300,1
3607,380590203002,38,38059,38059020300,2,Block Group 2,38300,1
3608,380590205001,38,38059,38059020500,1,Block Group 1,38300,1
3609,380099525002,38,38009,38009952500,2,Block Group 2,38200,1
3610,380170001002,38,38017,38017000100,2,Block Group 2,38500,1
3611,380170002022,38,38017,38017000202,2,Block Group 2,38500,1
3612,380170002013,38,38017,38017000201,3,Block Group 3,38500,1
3613,380170402002,38,38017,38017040200,2,Block Group 2,38500,1
3614,380170004002,38,38017,38017000400,2,Block Group 2,38500,1
3615,380170405002,38,38017,38017040500,2,Block Group 2,38500,1
3616,380170405003,38,38017,38017040500,3,Block Group 3,38500,1
3617,380170101091,38,38017,38017010109,1,Block Group 1,38500,1
3618,380170001004,38,38017,38017000100,4,Block Group 4,38500,1
3619,380539623002,38,38053,38053962300,2,Block Group 2,38100,1
3620,380539625001,38,38053,38053962500,1,Block Group 1,38100,1
3621,380170006002,38,38017,38017000600,2,Block Group 2,38500,1
3622,380170009012,38,38017,38017000901,2,Block Group 2,38500,1
3623,380170009041,38,38017,38017000904,1,Block Group 1,38500,1
3624,380559608002,38,38055,38055960800,2,Block Group 2,38100,1
3625,380170009043,38,38017,38017000904,3,Block Group 3,38500,1
3626,380170009031,38,38017,38017000903,1,Block Group 1,38500,1
3627,380170009042,38,38017,38017000904,2,Block Group 2,38500,1
3628,380170010012,38,38017,38017001001,2,Block Group 2,38500,1
3629,380170010021,38,38017,38017001002,1,Block Group 1,38500,1
3630,380170101092,38,38017,38017010109,2,Block Group 2,38500,1
3631,380699562001,38,38069,38069956200,1,Block Group 1,38200,1
3632,380699561001,38,38069,38069956100,1,Block Group 1,38200,1
3633,380699562003,38,38069,38069956200,3,Block Group 3,38200,1
3634,380699562002,38,38069,38069956200,2,Block Group 2,38200,1
3635,380699561002,38,38069,38069956100,2,Block Group 2,38200,1
3636,380170102012,38,38017,38017010201,2,Block Group 2,38500,1
3637,380170102011,38,38017,38017010201,1,Block Group 1,38500,1
3638,380170102031,38,38017,38017010203,1,Block Group 1,38500,1
3639,380170102032,38,38017,38017010203,2,Block Group 2,38500,1
3640,380170102042,38,38017,38017010204,2,Block Group 2,38500,1
3641,380170103071,38,38017,38017010307,1,Block Group 1,38500,1
3642,380170402001,38,38017,38017040200,1,Block Group 1,38500,1
3643,380170403001,38,38017,38017040300,1,Block Group 1,38500,1
3644,380170403002,38,38017,38017040300,2,Block Group 2,38500,1
3645,380170404001,38,38017,38017040400,1,Block Group 1,38500,1
3646,380170404003,38,38017,38017040400,3,Block Group 3,38500,1
3647,380170008025,38,38017,38017000802,5,Block Group 5,38500,1
3648,380719578003,38,38071,38071957800,3,Block Group 3,38200,1
3649,380199511003,38,38019,38019951100,3,Block Group 3,38400,1
3650,380199511002,38,38019,38019951100,2,Block Group 2,38400,1
3651,380199509002,38,38019,38019950900,2,Block Group 2,38400,1
3652,380099523001,38,38009,38009952300,1,Block Group 1,38200,1
3653,380099524001,38,38009,38009952400,1,Block Group 1,38200,1
3654,380099524002,38,38009,38009952400,2,Block Group 2,38200,1
3655,380099523002,38,38009,38009952300,2,Block Group 2,38200,1
3656,380219732001,38,38021,38021973200,1,Block Group 1,38200,1
3657,380219733001,38,38021,38021973300,1,Block Group 1,38200,1
3658,380219733002,38,38021,38021973300,2,Block Group 2,38200,1
3659,380219732002,38,38021,38021973200,2,Block Group 2,38200,1
3660,380170006004,38,38017,38017000600,4,Block Group 4,38500,1
3661,380170006001,38,38017,38017000600,1,Block Group 1,38500,1
3662,380170007002,38,38017,38017000700,2,Block Group 2,38500,1
3663,380170008011,38,38017,38017000801,1,Block Group 1,38500,1
3664,380219732003,38,38021,38021973200,3,Block Group 3,38200,1
3665,380219734001,38,38021,38021973400,1,Block Group 1,38200,1
3666,380219734002,38,38021,38021973400,2,Block Group 2,38200,1
3667,380150110013,38,38015,38015011001,3,Block Group 3,38300,1
3668,381039600003,38,38103,38103960000,3,Block Group 3,38200,1
3669,381039598001,38,38103,38103959800,1,Block Group 1,38200,1
3670,381039600001,38,38103,38103960000,1,Block Group 1,38200,1
3671,380019656001,38,38001,38001965600,1,Block Group 1,38100,1
3672,380039680003,38,38003,38003968000,3,Block Group 3,38200,1
3673,380619404001,38,38061,38061940400,1,Block Group 1,38100,1
3674,380619552002,38,38061,38061955200,2,Block Group 2,38100,1
3675,380099525001,38,38009,38009952500,1,Block Group 1,38200,1
3676,381039598002,38,38103,38103959800,2,Block Group 2,38200,1
3677,380859409002,38,38085,38085940900,2,Block Group 2,38100,1
3678,380859409001,38,38085,38085940900,1,Block Group 1,38100,1
3679,380150110022,38,38015,38015011002,2,Block Group 2,38300,1
3680,380839602001,38,38083,38083960200,1,Block Group 1,38200,1
3681,381010109004,38,38101,38101010900,4,Block Group 4,38100,1
3682,381010109003,38,38101,38101010900,3,Block Group 3,38100,1
3683,381010109002,38,38101,38101010900,2,Block Group 2,38100,1
3684,380559608005,38,38055,38055960800,5,Block Group 5,38100,1
3685,380559610002,38,38055,38055961000,2,Block Group 2,38100,1
3686,380559610001,38,38055,38055961000,1,Block Group 1,38100,1
3687,381010113004,38,38101,38101011300,4,Block Group 4,38100,1
3688,380579618001,38,38057,38057961800,1,Block Group 1,38100,1
3689,380319596002,38,38031,38031959600,2,Block Group 2,38200,1
3690,381039600002,38,38103,38103960000,2,Block Group 2,38200,1
3691,380170010011,38,38017,38017001001,1,Block Group 1,38500,1
3692,380779710002,38,38077,38077971000,2,Block Group 2,38200,1
3693,380059401001,38,38005,38005940100,1,Block Group 1,38200,1
3694,380170002021,38,38017,38017000202,1,Block Group 1,38500,1
3695,380619552003,38,38061,38061955200,3,Block Group 3,38100,1
3696,380619403001,38,38061,38061940300,1,Block Group 1,38100,1
3697,380239545002,38,38023,38023954500,2,Block Group 2,38100,1
3698,380239545001,38,38023,38023954500,1,Block Group 1,38100,1
3699,380799418001,38,38079,38079941800,1,Block Group 1,38200,1
3700,380799418003,38,38079,38079941800,3,Block Group 3,38200,1
3701,380799418005,38,38079,38079941800,5,Block Group 5,38200,1
3702,380799517003,38,38079,38079951700,3,Block Group 3,38200,1
3703,380799516002,38,38079,38079951600,2,Block Group 2,38200,1
3704,380799517002,38,38079,38079951700,2,Block Group 2,38200,1
3705,380959515003,38,38095,38095951500,3,Block Group 3,38400,1
3706,380959515002,38,38095,38095951500,2,Block Group 2,38400,1
3707,380150111011,38,38015,38015011101,1,Block Group 1,38300,1
3708,380150112001,38,38015,38015011200,1,Block Group 1,38300,1
3709,380150114002,38,38015,38015011400,2,Block Group 2,38300,1
3710,380170009032,38,38017,38017000903,2,Block Group 2,38500,1
3711,381010108001,38,38101,38101010800,1,Block Group 1,38100,1
3712,381010110001,38,38101,38101011000,1,Block Group 1,38100,1
3713,381010108002,38,38101,38101010800,2,Block Group 2,38100,1
3714,381010112001,38,38101,38101011200,1,Block Group 1,38100,1
3715,381010104001,38,38101,38101010400,1,Block Group 1,38100,1
3716,381010101003,38,38101,38101010100,3,Block Group 3,38100,1
3717,381010113002,38,38101,38101011300,2,Block Group 2,38100,1
3718,381010113001,38,38101,38101011300,1,Block Group 1,38100,1
3719,381010112003,38,38101,38101011200,3,Block Group 3,38100,1
3720,380679503002,38,38067,38067950300,2,Block Group 2,38400,1
3721,380679501002,38,38067,38067950100,2,Block Group 2,38400,1
3722,380679501001,38,38067,38067950100,1,Block Group 1,38400,1
3723,380679503001,38,38067,38067950300,1,Block Group 1,38400,1
3724,380679504002,38,38067,38067950400,2,Block Group 2,38400,1
3725,380679505002,38,38067,38067950500,2,Block Group 2,38400,1
3726,380679505001,38,38067,38067950500,1,Block Group 1,38400,1
3727,380679504001,38,38067,38067950400,1,Block Group 1,38400,1
3728,380679502001,38,38067,38067950200,1,Block Group 1,38400,1
3729,380679502002,38,38067,38067950200,2,Block Group 2,38400,1
3730,380350108035,38,38035,38035010803,5,Block Group 5,38400,1
3731,380350108031,38,38035,38035010803,1,Block Group 1,38400,1
3732,380350107001,38,38035,38035010700,1,Block Group 1,38400,1
3733,380350120002,38,38035,38035012000,2,Block Group 2,38400,1
3734,380350114002,38,38035,38035011400,2,Block Group 2,38400,1
3735,380999579002,38,38099,38099957900,2,Block Group 2,38400,1
3736,380999580001,38,38099,38099958000,1,Block Group 1,38400,1
3737,380999581001,38,38099,38099958100,1,Block Group 1,38400,1
3738,380999582001,38,38099,38099958200,1,Block Group 1,38400,1
3739,380999582002,38,38099,38099958200,2,Block Group 2,38400,1
3740,380999579001,38,38099,38099957900,1,Block Group 1,38400,1
3741,380999581002,38,38099,38099958100,2,Block Group 2,38400,1
3742,380999580002,38,38099,38099958000,2,Block Group 2,38400,1
3743,380999578002,38,38099,38099957800,2,Block Group 2,38400,1
3744,380999583002,38,38099,38099958300,2,Block Group 2,38400,1
3745,380999583001,38,38099,38099958300,1,Block Group 1,38400,1
3746,380999578001,38,38099,38099957800,1,Block Group 1,38400,1
3747,380999581003,38,38099,38099958100,3,Block Group 3,38400,1
3748,381010109001,38,38101,38101010900,1,Block Group 1,38100,1
3749,380059565001,38,38005,38005956500,1,Block Group 1,38200,1
3750,380059401002,38,38005,38005940100,2,Block Group 2,38200,1
3751,380059402001,38,38005,38005940200,1,Block Group 1,38200,1
3752,380059565002,38,38005,38005956500,2,Block Group 2,38200,1
3753,380170005014,38,38017,38017000501,4,Block Group 4,38500,1
3754,380170007001,38,38017,38017000700,1,Block Group 1,38500,1
3755,380170405001,38,38017,38017040500,1,Block Group 1,38500,1
3756,380150111052,38,38015,38015011105,2,Block Group 2,38300,1
3757,380379659001,38,38037,38037965900,1,Block Group 1,38100,1
3758,380379659002,38,38037,38037965900,2,Block Group 2,38100,1
3759,380150111051,38,38015,38015011105,1,Block Group 1,38300,1
3760,380150113003,38,38015,38015011300,3,Block Group 3,38300,1
3761,380150113002,38,38015,38015011300,2,Block Group 2,38300,1
3762,380170406003,38,38017,38017040600,3,Block Group 3,38500,1
3763,380779710003,38,38077,38077971000,3,Block Group 3,38200,1
3764,380779708002,38,38077,38077970800,2,Block Group 2,38200,1
3765,380059566002,38,38005,38005956600,2,Block Group 2,38200,1
3766,380539623001,38,38053,38053962300,1,Block Group 1,38100,1
3767,380439668002,38,38043,38043966800,2,Block Group 2,38300,1
3768,380959515001,38,38095,38095951500,1,Block Group 1,38400,1
3769,380170401001,38,38017,38017040100,1,Block Group 1,38500,1
3770,380170008014,38,38017,38017000801,4,Block Group 4,38500,1
3771,380170003001,38,38017,38017000300,1,Block Group 1,38500,1
3772,380170009033,38,38017,38017000903,3,Block Group 3,38500,1
3773,380170008013,38,38017,38017000801,3,Block Group 3,38500,1
3774,380170403003,38,38017,38017040300,3,Block Group 3,38500,1
3775,380170003003,38,38017,38017000300,3,Block Group 3,38500,1
3776,380170102041,38,38017,38017010204,1,Block Group 1,38500,1
3777,380170005011,38,38017,38017000501,1,Block Group 1,38500,1
3778,380170005013,38,38017,38017000501,3,Block Group 3,38500,1
3779,380170401002,38,38017,38017040100,2,Block Group 2,38500,1
3780,380170009015,38,38017,38017000901,5,Block Group 5,38500,1
3781,380170406002,38,38017,38017040600,2,Block Group 2,38500,1
3782,380170404002,38,38017,38017040400,2,Block Group 2,38500,1
3783,380170001003,38,38017,38017000100,3,Block Group 3,38500,1
3784,380170401003,38,38017,38017040100,3,Block Group 3,38500,1
3785,380559608003,38,38055,38055960800,3,Block Group 3,38100,1
3786,380559610004,38,38055,38055961000,4,Block Group 4,38100,1
3787,380559608004,38,38055,38055960800,4,Block Group 4,38100,1
3788,380559610003,38,38055,38055961000,3,Block Group 3,38100,1
3789,380659612002,38,38065,38065961200,2,Block Group 2,38100,1
3790,380170009014,38,38017,38017000901,4,Block Group 4,38500,1
3791,380170406001,38,38017,38017040600,1,Block Group 1,38500,1
3792,380170001001,38,38017,38017000100,1,Block Group 1,38500,1
3793,380779711001,38,38077,38077971100,1,Block Group 1,38200,1
3794,380779708001,38,38077,38077970800,1,Block Group 1,38200,1
3795,380779707001,38,38077,38077970700,1,Block Group 1,38200,1
3796,380779710001,38,38077,38077971000,1,Block Group 1,38200,1
3797,380919687002,38,38091,38091968700,2,Block Group 2,38400,1
3798,380719578002,38,38071,38071957800,2,Block Group 2,38200,1
3799,380019656002,38,38001,38001965600,2,Block Group 2,38100,1
3800,380019656003,38,38001,38001965600,3,Block Group 3,38100,1
3801,380579617002,38,38057,38057961700,2,Block Group 2,38100,1
3802,380579617003,38,38057,38057961700,3,Block Group 3,38100,1
3803,380579616001,38,38057,38057961600,1,Block Group 1,38100,1
3804,380579617001,38,38057,38057961700,1,Block Group 1,38100,1
3805,380350120001,38,38035,38035012000,1,Block Group 1,38400,1
3806,380339629001,38,38033,38033962900,1,Block Group 1,38100,1
3807,380779714003,38,38077,38077971400,3,Block Group 3,38200,1
3808,380419647001,38,38041,38041964700,1,Block Group 1,38100,1
3809,380939675002,38,38093,38093967500,2,Block Group 2,38200,1
3810,380419648001,38,38041,38041964800,1,Block Group 1,38100,1
3811,380559610005,38,38055,38055961000,5,Block Group 5,38100,1
3812,380579616002,38,38057,38057961600,2,Block Group 2,38100,1
3813,380579618002,38,38057,38057961800,2,Block Group 2,38100,1
3814,380150110011,38,38015,38015011001,1,Block Group 1,38300,1
3815,380719577002,38,38071,38071957700,2,Block Group 2,38200,1
3816,380719577001,38,38071,38071957700,1,Block Group 1,38200,1
3817,380150111031,38,38015,38015011103,1,Block Group 1,38300,1
3818,380199511001,38,38019,38019951100,1,Block Group 1,38400,1
3819,380659612001,38,38065,38065961200,1,Block Group 1,38100,1
3820,380419648002,38,38041,38041964800,2,Block Group 2,38100,1
3821,380039680001,38,38003,38003968000,1,Block Group 1,38200,1
3822,380039683004,38,38003,38003968300,4,Block Group 4,38200,1
3823,380039679001,38,38003,38003967900,1,Block Group 1,38200,1
3824,380039683003,38,38003,38003968300,3,Block Group 3,38200,1
3825,380039680002,38,38003,38003968000,2,Block Group 2,38200,1
3826,380039682001,38,38003,38003968200,1,Block Group 1,38200,1
3827,380039682002,38,38003,38003968200,2,Block Group 2,38200,1
3828,380039682003,38,38003,38003968200,3,Block Group 3,38200,1
3829,380039682004,38,38003,38003968200,4,Block Group 4,38200,1
3830,380039683001,38,38003,38003968300,1,Block Group 1,38200,1
3831,380039683002,38,38003,38003968300,2,Block Group 2,38200,1
3832,380350101002,38,38035,38035010100,2,Block Group 2,38400,1
3833,380350110003,38,38035,38035011000,3,Block Group 3,38400,1
3834,380350117003,38,38035,38035011700,3,Block Group 3,38400,1
3835,380350117001,38,38035,38035011700,1,Block Group 1,38400,1
3836,380350109002,38,38035,38035010900,2,Block Group 2,38400,1
3837,380350102004,38,38035,38035010200,4,Block Group 4,38400,1
3838,380350117005,38,38035,38035011700,5,Block Group 5,38400,1
3839,380350101003,38,38035,38035010100,3,Block Group 3,38400,1
3840,380350101001,38,38035,38035010100,1,Block Group 1,38400,1
3841,380350102002,38,38035,38035010200,2,Block Group 2,38400,1
3842,380350114001,38,38035,38035011400,1,Block Group 1,38400,1
3843,380350102005,38,38035,38035010200,5,Block Group 5,38400,1
3844,380350101004,38,38035,38035010100,4,Block Group 4,38400,1
3845,380350102003,38,38035,38035010200,3,Block Group 3,38400,1
3846,380350112002,38,38035,38035011200,2,Block Group 2,38400,1
3847,380350108013,38,38035,38035010801,3,Block Group 3,38400,1
3848,380350103002,38,38035,38035010300,2,Block Group 2,38400,1
3849,380350102001,38,38035,38035010200,1,Block Group 1,38400,1
3850,380799516001,38,38079,38079951600,1,Block Group 1,38200,1
3851,380539401001,38,38053,38053940100,1,Block Group 1,38100,1
3852,380139533002,38,38013,38013953300,2,Block Group 2,38100,1
3853,380479725001,38,38047,38047972500,1,Block Group 1,38300,1
3854,380559608001,38,38055,38055960800,1,Block Group 1,38100,1
3855,380170101062,38,38017,38017010106,2,Block Group 2,38500,1
3856,380170101082,38,38017,38017010108,2,Block Group 2,38500,1
3857,380170103052,38,38017,38017010305,2,Block Group 2,38500,1
3858,380170101072,38,38017,38017010107,2,Block Group 2,38500,1
3859,380170006003,38,38017,38017000600,3,Block Group 3,38500,1
3860,380170010022,38,38017,38017001002,2,Block Group 2,38500,1
3861,380170102013,38,38017,38017010201,3,Block Group 3,38500,1
3862,380319596003,38,38031,38031959600,3,Block Group 3,38200,1
3863,380170102033,38,38017,38017010203,3,Block Group 3,38500,1
3864,380170002012,38,38017,38017000201,2,Block Group 2,38500,1
3865,380099524003,38,38009,38009952400,3,Block Group 3,38200,1
3866,380979704001,38,38097,38097970400,1,Block Group 1,38400,1
3867,380979704002,38,38097,38097970400,2,Block Group 2,38400,1
3868,380319596001,38,38031,38031959600,1,Block Group 1,38200,1
3869,380170103051,38,38017,38017010305,1,Block Group 1,38500,1
3870,380979702002,38,38097,38097970200,2,Block Group 2,38400,1
3871,380979702003,38,38097,38097970200,3,Block Group 3,38400,1
3872,380979702001,38,38097,38097970200,1,Block Group 1,38400,1
3873,380979703001,38,38097,38097970300,1,Block Group 1,38400,1
3874,380979701001,38,38097,38097970100,1,Block Group 1,38400,1
3875,380979701002,38,38097,38097970100,2,Block Group 2,38400,1
3876,380979703002,38,38097,38097970300,2,Block Group 2,38400,1
3877,380979701003,38,38097,38097970100,3,Block Group 3,38400,1
3878,380170010013,38,38017,38017001001,3,Block Group 3,38500,1
3879,380170103061,38,38017,38017010306,1,Block Group 1,38500,1
3880,380639590002,38,38063,38063959000,2,Block Group 2,38200,1
3881,380639590001,38,38063,38063959000,1,Block Group 1,38200,1
3882,380639590003,38,38063,38063959000,3,Block Group 3,38200,1
3883,380939672004,38,38093,38093967200,4,Block Group 4,38200,1
3884,380939673001,38,38093,38093967300,1,Block Group 1,38200,1
3885,380939672001,38,38093,38093967200,1,Block Group 1,38200,1
3886,380939672002,38,38093,38093967200,2,Block Group 2,38200,1
3887,380939674003,38,38093,38093967400,3,Block Group 3,38200,1
3888,380939672003,38,38093,38093967200,3,Block Group 3,38200,1
3889,380939673002,38,38093,38093967300,2,Block Group 2,38200,1
3890,380939678005,38,38093,38093967800,5,Block Group 5,38200,1
3891,380719578001,38,38071,38071957800,1,Block Group 1,38200,1
3892,380719577004,38,38071,38071957700,4,Block Group 4,38200,1
3893,380719578004,38,38071,38071957800,4,Block Group 4,38200,1
3894,380719577003,38,38071,38071957700,3,Block Group 3,38200,1
